tags,visible,lon,lat,version,timestamp,id,changeset,depot,industrial,landuse,military,residential,osm_type,basin,construction,farmyard,grass,port,railway
"{""visible"":false}",,,,3,1722324482,326491024,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1722324482,326491303,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1722415906,326491656,,,,residential,,rural,way,,,,,,
"{""visible"":false,""name"":""Bopal 444""}",,,,1,1423123704,326493623,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,3,1439899425,326493807,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423124257,326494081,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Railway Colony""}",,,,1,1423221532,326731570,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,2,1709557643,326732744,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423222481,326732745,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423463994,327198753,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Gujarat Circuit House""}",,,,1,1423466409,327200897,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423468514,327203956,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,2,1722324482,327204134,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,1,1423469120,327204349,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,3,1722588405,327564358,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,4,1723125099,327564521,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1722940050,327564546,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,2,1721912550,327565354,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1721912550,327565721,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1718975027,327565935,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,3,1720012173,327566190,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423654189,327566304,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423656724,327569223,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,1,1423656909,327569359,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,5,1749859979,328549191,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,3,1722424221,328552087,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,1,1424090046,328553454,,,,residential,,,way,,,,,,
"{""visible"":false,""name"":""Tulip Citadel Towers""}",,,,4,1731468742,328729111,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,4,1731468755,328729458,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,5,1731468747,328729562,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,2,1721912550,328729839,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,4,1731468695,328730053,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,2,1721823450,328730102,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,3,1731468767,328730374,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,2,1722331196,328733675,,,,residential,,urban,way,,,,,,
