lat,visible,version,tags,id,lon,changeset,timestamp,addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,amenity,atm,bank,bicycle_parking,bicycle_rental,bar,biergarten,building,building:levels,cafe,drinking_water,fast_food,fountain,fuel,internet_access,landuse,office,parking,police,post_office,restaurant,school,social_facility,source,start_date,taxi,wikipedia,agrarian,alcohol,bag,books,butcher,clothes,computer,craft,furniture,gas,hairdresser,kitchen,massage,medical_supply,motorcycle,organic,outdoor,pet,religion,second_hand,shoes,shop,swimming_pool,trade,wholesale,attraction,camp_site,guest_house,hostel,information,museum,tourism,viewpoint,zoo,osm_type,spa,fireplace,fishing,security,water
23.0829627,False,5,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""emergency"":""yes""}",3500459652,72.5906964,0.0,1600364961,Ahmedabad,,"Ramnagar, Sabarmati",,,380005,,,,Sabarmati Development Society Sanchalit Sheth Shri Pukhraj Raichand General Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0389267,False,6,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""contact:phone"":""7966048000"",""healthcare"":""hospital"",""operator:type"":""private""}",3727529631,72.6107232,0.0,1686198616,,,"opposite DRM Office, Near Chamunda Bridge, Naroda Road",,,380025,,,info@gcsmc.org,GCS Medical College Hospital and Research Centre,,,,,,http://www.gcsmc.org/,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.1764265,False,6,"{""emergency"":""yes"",""healthcare"":""hospital"",""healthcare:speciality"":""clinic;general;physiotherapy;dental;ophthalmology;surgery;psychology;homeopathy;internal;vaccination"",""operator:type"":""private"",""wheelchair"":""yes""}",4330126136,72.5753408,0.0,1638819537,Adalaj,,,,,382421,,Ahmedabad-Kalol Highway,,Amba Health Centre & Hospital,,Shree Simandhar Swami Aradhana Trust,(079)39830036/37,,,https://www.ambahealthcentre.org/,hospital,,,,,,,,,,,,,,,,,,,,,,,,1 November 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0997272,False,4,"{""healthcare"":""hospital"",""name:en"":""vizcare hospital""}",4415934891,72.5363217,0.0,1637849773,,,,"1, royal homes",,382481,,Satyamev Vista Road,,vizcare hospital,24/7,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0457576,False,6,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital"",""name:en"":""Sun flower women hospital""}",4449189194,72.5412888,0.0,1722251978,,,"Rudra Arcade,Drive In Road,Near Manavmandir,Memnagar",,,380052,,,,Sunflower Womens Endo Infertility and Hospital Pvt. Ltd.,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0460963,False,5,"{""name:en"":""little flower""}",4449189293,72.533033,0.0,1600365902,,,,,,,,,,little flower,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0455774,False,6,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital"",""name:en"":""May flower Hospital""}",4449201990,72.5419051,0.0,1722251978,,,"132 Ft. Ring Road,Drive-In-Road Junction,Near Manavmandir, Memnagar",,,380052,,,,May Flower Womens Hospital Pvt. Ltd.,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0494133,False,4,"{""healthcare"":""hospital""}",4488014610,72.6074852,0.0,1686198616,,,,,,,,,,"Kidny hospital , asarwa",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0496453,False,4,"{""healthcare"":""hospital""}",4488016247,72.6071588,0.0,1686198616,Ahemedabad,,,,,,,ASarwa,,"Gujarat Institute Of Nursing Education And Research , Asarwa ,Ahemedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0499136,False,4,"{""healthcare"":""hospital""}",4488020552,72.604565,0.0,1686198616,,,,,,,,,,Government Dental College and Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.99465,False,4,,4492330390,72.6157541,0.0,1721162259,,,,32,,380008,,Asmita Society,drkaminipatel@hotmail.com,Vani Hospital & IVF center,,,07922720605,,,https://www.vani-ivf.com/,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.994662,False,3,"{""name:en"":""Vani IVF Center""}",4514853390,72.615422,0.0,1600364572,,,,,,,,,,Vani IVF Center,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.044384,False,4,"{""healthcare"":""hospital""}",4547563289,72.657885,0.0,1686198616,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0858856,False,3,,4572892513,72.5638235,0.0,1600366401,Ahmedabad,,,,,382480,,Tirupati Road,,Aalisha Clinic,,Dr Rajesh B. Patel,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0932069,False,3,,4572893586,72.5592841,0.0,1600366659,medabad,,,,,382480,,,,BalMukund Hospital,,Dr Gajjar,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0848906,False,3,"{""name:en"":""S G Hospital Chandlodiya""}",4585303203,72.5512244,0.0,1600364323,,,,,,,,,,S G Hospital Chandlodiya,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0249306,False,5,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",4650625621,72.5434079,0.0,1600365919,,,"26/1`L`Colony,Sahjanand College Cross Roads Ambavadi",26/1,,380015,,,,Planet Women Fertility and Counseling,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0300762,False,3,,4746799624,72.5287891,0.0,1600366423,Ahmedabad,,,"103 Shivalik High STreet, Between Keshavbaug - Mansi Circle",,380015,,Judges Bungalow Road,,Excel Eye Care,,Dr Jayesh Vazirani,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0576222,False,4,"{""name:en"":""Dr Ghanshyam Dabhi""}",4794228821,72.5700771,0.0,1600366100,,,,,,,,,,Shivam X-ray & Sonography clinic,"Mo-Sa 08:00-15:00, 17:00-21:00",,+917927641100,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9991685,False,3,"{""name:en"":""ESIS HOSPITAL""}",4977778522,72.6166652,0.0,1600364339,,,,,,,,,,ESIS HOSPITAL,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9992751,False,3,"{""name:en"":""Rukshmani Hospital""}",4977793222,72.6193052,0.0,1600365960,,,,,,,,,,Rukshmani Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.995052,False,3,,6263502186,72.6023157,0.0,1600364336,,,,,,380008,,"Bhairavnath Road, Jhawarchowck, Maninagar",,Aarna Hospital,24/7,,,,,,hospital,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.1053006,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital"",""operator:type"":""private""}",6968273217,72.5254109,0.0,1716368997,,,"Near Khamidana Darwaja, Ahmedabad Bhavanagar highway, Barwala",,,,,,,"Samarpan General Hospital, Ahmedabad",,,,,,http://www.rsby.gov.in/Districtwise.aspx,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0495869,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6968282377,72.5928806,0.0,1600366223,,,"Near Shahibag Railway Crossing, Shahibag",,,380004,,,,Shree Bharti Vallabh Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9982535,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6968376270,72.6250631,0.0,1600366026,,,"C/101, Shreepal Commercial Cente, Hatkeshwar Circle, Khokhara",,,380008,,,,"Kunal Medical Hospital, Ahmedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.052184,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6968395410,72.5339005,0.0,1600365956,,,"Maruti Coplex, Subhash Chowk, Opp, Gurukul Mandir, Drive In Road, Memnagar",,,380052,,,,Nandan Maternity Home,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0501988,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6968404884,72.5374953,0.0,1716378776,,,"Memnagar Complex,Memnagar",,,380052,,,,"Kalrav Children Hospital, Ahmedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0461279,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6968417889,72.5364487,0.0,1716378776,,,"(Suyog) Building, 2nd Floor, Beside Kamala Kamdhenu Hall, Opposite Gandhi Labour Institute, Drive In Road, Memnagar",,,380052,,,,Cornea Foundation Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.056598,False,5,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6968418270,72.6411603,0.0,1686198616,,,"Duplex Market Nayannagar, Near Jain Temple, Krishnanagar",,,382345,,,,Prathna Surgical And Medical Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0133094,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6968419937,72.545561,0.0,1600365387,,,"Upnishad, 3-First Floor, Near Shreyas Railway Crossing, Flyover Bridge, Ambawadi",,,380015,,,,Arihant Fracture and Orthopedic Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0499504,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""contact:mobile"":""9824069697"",""healthcare"":""hospital""}",6968717525,72.5338505,0.0,1716378776,,,Subhash Chowk Sonal Char Rasta Gurukul Road Memnagar,,,380052,,,,Chandrabhan Hospital and Gynac Institute,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0856728,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6968717606,72.6335469,0.0,1623945576,,,"1,2, Saraswati Co-Op Housing Soc., B/H Samrathnagar Bus Stand, Indira Bridge Corner, Hansol, Sardanagar",,,382475,,,,"Jeevandeep Hospital, Sardanagar",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0383141,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""addr:subdistrict"":""Navrangpura"",""contact:phone"":""7927540336"",""operator:type"":""private""}",6968717622,72.567755,0.0,1600364642,,,Behind Old Gujrat High Court,,,380009,,,,"Jagmohan Hospital, Ahmedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0834466,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6968717638,72.5895064,0.0,1600366253,,,"Ist Flr,Arihant Complex, Nr, Ramji Mandir Ramnagar, Sabarmati",,,380005,,,,Vasudha Eye Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0146498,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""addr:subdistrict"":""Odhav"",""contact:mobile"":""9428018840"",""operator:type"":""private""}",6968859256,72.6448899,0.0,1653384383,,,"28, New Kamlesh Society, Arbudanagar Road, Odhav",,,382415,,,info@dhwanihospital.com,"Dhwani General Hospital, Nursing Home and Materity Home",,,,,,https://dhwanihospital.com/,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0401061,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6968861329,72.6302853,0.0,1686198616,,,"B/H Sukh Sagar Complex, OppositeDinesh Chamber, L B Shastri Marg Bapunagar",,,380025,,,,Kakadiya Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0506982,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6968861334,72.5157067,0.0,1716379207,,,"1st Floor, Bhaikaka Complex Bhai Kaka Nagar Thaltej",,,380059,,,,Samarpan Maternity And Urosurgical Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0052925,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6968861335,72.5372402,0.0,1600365739,,,"1st Floor, Surganga Complex, Jivraj Park , Vejalpur",,,380051,,,,"Sankalp Eye Hospital, Ahmedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0577024,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6969601192,72.6369452,0.0,1686198616,,,"3Road Floor, Maruti Arcade, Near G.D.Bus Stop, Saijpur-Bogha",,,382345,,,,Suvan Eye Care,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
22.9745791,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969601197,72.6024091,0.0,1600366599,,,"11, Ratam Shopping Centre, Isanpur Highway Crossroad, Isanpur",,,382443,,,,Matrupooja Eye Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0034352,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""contact:phone"":""7926828443""}",6969601212,72.5187524,0.0,1600364781,,,"21, 2 Suvidha Shopping Centre,Near Vejalpur Bus Stand,Vejalpur",,,380051,,,,Shaishav Children Hospital And Neonatal Care Unit,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.047633,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969601213,72.5258862,0.0,1600366388,,,"Siddhachal, Nr, Doordarshan Kendra Drive In Road",,,380054,,,,"Mehta Hospital, Siddhachal",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0333194,False,6,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""addr:subdistrict"":""Khanpur"",""contact:mobile"":""9825012300"",""healthcare"":""hospital"",""operator:type"":""private""}",6969601214,72.5789867,0.0,1716372522,,,"Opp Borsalli Apts. ,Nr Jain Derasar, Cama Hotel Road, Khanpur",,,380001,,,,Lifecare Emergency Centre,,,,,,https://www.lifecare.co.in/contact.htm,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0133482,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969601219,72.5641099,0.0,1600365363,,,"Next To Adani Cng & Gajarawala Flats, Paldi Roads Paldi",,,380007,,,,Bavishi Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.072936,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969611589,72.5591491,0.0,1600364695,,,"1st Floor, Vaibhav Comp,Near Nirnayanagar Underbridge Nirnayanagar",,,382481,,,,Poojan Children Hospital And Neonatal Care Centre,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0241738,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""contact:mobile"":""9426083983""}",6969611594,72.5295308,0.0,1600366459,,,"402, Iscon Centre, Above Radhika Saree, Shiv Ranjani Cross Road, 132 Ft. Ring Road",,,380015,,,,Shanti Multi Speciality Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0589018,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""healthcare"":""hospital""}",6969753319,72.537851,0.0,1716378860,,,"315-315, Sarvopari Mall, Bhuyang Dev Road, Sola Road",,,380061,,,,Cutis Cosmetic Plastic Surgery Centre,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0228001,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969761669,72.5261003,0.0,1600366235,,,"Near Anupam Shoping Center,Jodhpur Cross Roads Satellite",,,380015,,,,Rathi Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0519495,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969864002,72.5608003,0.0,1721207596,,,"304, Shashwat, Naran Pura Char Rasta",,,380013,,,,Minal Infertility Clinic and Nursing Home,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0486991,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969886484,72.5665131,0.0,1600366641,,,"3/A,Vikramnagar Society Near panchshil Bus Stop Usmanpura",,,380013,,,,Navkar Surgical Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0575049,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969893727,72.5703567,0.0,1600365871,,,Niddhi Complex Opp Mehsana Society Bhimjipura Nava Vadaj Road,,,380013,,,,"Navjyot Eye Hospital, Ahmedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.014477,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""addr:subdistrict"":""Paldi"",""contact:mobile"":""9898236060"",""operator:type"":""private""}",6969931781,72.5597177,0.0,1778353775,,,"Opposite Suvidha Shopping Centre, Near Parimal Under Bridge",,,380007,,,contact@aashthehospital.com,Aarna Super Speciality Hospital,,,,,,https://www.aashthehospital.com/,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0130378,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969940932,72.5456992,0.0,1600364314,,,"302, 03, 04 Iii Floor Upnisad Complex",,,380015,,,,"Shalin Hospital, Ahmedabad",,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0827039,False,3,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat"",""addr:subdistrict"":""Chandlodia"",""operator:type"":""private""}",6969952025,72.5469075,0.0,1600364328,,,"2nd Floor, Silver Star Complex, Chandlodia-Gota Road",,,382481,,,,Samata Hospital Pvt.Ltd,,,,,,http://www.rsby.gov.in/Districtwise.aspx,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
23.0731324,False,4,"{""addr:district"":""Ahmedabad"",""addr:state"":""Gujarat""}",6969999192,72.5595813,0.0,1721038362,,,"A/4, Shantaram Complex, Nr Nirnaynagar Garnala, Nirnaynagar",,,382481,,,,Amijeet Maternity Hospital,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,
