construction,disused,light_rail,monorail,railway,station,subway,id,timestamp,version,tags,osm_type
,,,,subway,,,1339195293,1734449797,2,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195294,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195295,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195296,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195297,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195298,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195299,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195300,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195301,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195302,1735747265,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195303,1735747265,4,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195304,1735746303,2,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195305,1735746303,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195333,1735745691,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195334,1735746303,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195335,1735746303,2,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""layer"":""3"",""service"":""yard""}",way
,,,,subway,,,1339195336,1735747265,4,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""layer"":""3"",""service"":""yard""}",way
,,,,subway,,,1339195337,1735745691,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195338,1735745691,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195339,1735746303,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195340,1735746303,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195341,1735746303,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195342,1735746303,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1339195350,1735745442,3,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1340959904,1733640363,1,"{""visible"":false,""bridge"":""viaduct"",""layer"":""1"",""name"":""Red Line, Ahmedabad Metro"",""start_date"":""2024-09-17""}",way
,,,,subway,,,1341271776,1749312959,2,"{""visible"":false,""bridge"":""yes"",""electrified"":""rail"",""gauge"":""1435"",""layer"":""1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2022-09-30"",""usage"":""main"",""voltage"":""750""}",way
,,,,subway,,,1341271777,1749312959,2,"{""visible"":false,""bridge"":""yes"",""electrified"":""rail"",""gauge"":""1435"",""layer"":""1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2022-09-30"",""usage"":""main"",""voltage"":""750""}",way
,,,,subway,,,1341479434,1733818296,1,"{""visible"":false,""bridge"":""yes"",""electrified"":""rail"",""gauge"":""1435"",""layer"":""1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2019-03-04"",""usage"":""main"",""voltage"":""750""}",way
,,,,subway,,,1341479435,1733818296,1,"{""visible"":false,""bridge"":""yes"",""electrified"":""rail"",""gauge"":""1435"",""layer"":""1"",""name"":""Blue Line, Ahmedabad Metro"",""start_date"":""2019-03-04"",""usage"":""main"",""voltage"":""750""}",way
,,,,subway,,,1342955747,1735747265,2,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1342955750,1734449789,1,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard"",""tunnel"":""building_passage""}",way
,,,,subway,,,1342955755,1734449789,1,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard"",""tunnel"":""building_passage""}",way
,,,,rail,,,1342955756,1745849234,2,"{""visible"":false,""service"":""siding""}",way
,,,,subway,,,1342955760,1735746303,2,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard""}",way
,,,,subway,,,1342955763,1734449789,1,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard"",""tunnel"":""building_passage""}",way
,,,,subway,,,1342955765,1734449789,1,"{""visible"":false,""electrified"":""rail"",""gauge"":""1435"",""service"":""yard"",""tunnel"":""building_passage""}",way
,,,,subway,,,1393067631,1749312959,1,"{""visible"":false,""bridge"":""viaduct"",""layer"":""1"",""start_date"":""2024-09-17""}",way
,,,,rail,,,1394136386,1749635003,1,"{""visible"":false,""gauge"":""1676"",""service"":""yard""}",way
,,,,rail,,,1463638294,1767338251,1,"{""visible"":false,""gauge"":""1676"",""name"":""Western Railway Line"",""passenger_lines"":""1"",""usage"":""branch""}",way
,,,,proposed,,,1482920013,1772032891,1,"{""visible"":false,""colour"":""purple"",""name"":""Purple Line Extension"",""network"":""Ahmedabad Metro""}",way
