latitude,longitude,road_distance,highway_distance,hospital_distance,school_distance,bank_distance,restaurant_distance,pharmacy_distance,bus_stop_distance,railway_distance,water_distance,population_value,population_category,landuse,flood_risk,competitors_250_restaurant,competitors_500_restaurant,competitors_1000_restaurant,competitors_250_retail,competitors_500_retail,competitors_1000_retail,competitors_250_office,competitors_500_office,competitors_1000_office,competitors_250_clinic,competitors_500_clinic,competitors_1000_clinic,competitors_250,competitors_500,competitors_1000,restaurant_score,retail_score,office_score,clinic_score
23.234048,72.546411,375.27,3357.53,13829.29,10179.03,11515.4,11522.72,13835.58,29089.35,11743.45,12251.83,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.045486,72.227495,106.8,2809.9,46830.44,46323.29,46444.49,47952.75,49299.82,44965.33,51555.13,45745.14,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.473478,72.373633,2093.69,2093.69,114365.16,110158.28,118339.59,118431.67,120769.77,121350.97,108099.27,105874.13,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.29575,72.339675,15504.35,21314.84,154185.96,150006.43,158158.49,157873.61,160612.35,161017.38,147947.13,145449.82,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.321202,72.366784,12184.07,24861.65,147595.39,143535.28,151225.53,150901.15,154246.38,154206.18,141547.04,138575.61,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.962821,72.418899,87.03,4822.28,12184.9,11976.05,12172.15,14880.78,15698.3,16072.96,9442.31,9988.09,14.28,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,66.5,53.25,71.0
22.644217,72.325704,3336.28,5827.09,80769.36,76943.67,83740.17,86141.43,86637.66,88195.53,74457.24,75835.96,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.520373,72.761993,1383.48,1383.48,99130.96,108366.75,100967.76,104996.9,118946.24,108749.65,97413.77,98276.04,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.977642,72.565479,35.48,532.03,4561.44,1547.32,5926.97,1736.25,11193.46,6471.67,7734.13,2300.86,38.81,Low,Industrial,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,68.0,60.75,72.0
22.405366,72.637476,1467.72,6062.72,120451.95,127268.63,122812.19,126391.17,136460.35,130512.49,119268.02,117513.22,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.396083,72.427673,2075.41,9599.26,128329.1,125662.4,131462.64,131779.84,136593.64,135459.26,123862.86,119722.59,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.387428,72.584,421.31,3070.15,42796.86,40179.11,42228.8,42275.74,45921.09,62085.72,44609.93,33159.22,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.86834,72.610769,251.14,689.82,18451.41,25635.67,21092.89,24102.81,36449.49,28473.82,17781.64,18602.11,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,56.5,46.25,59.0
23.211422,72.6656,221.02,221.02,6823.76,6270.68,7539.3,7373.18,19740.17,29400.15,12586.98,1032.15,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,56.5,46.25,59.0
22.474858,72.21926,6305.16,10161.8,123482.45,119793.19,126112.95,128604.93,129167.0,130374.7,117226.19,118658.81,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.578544,72.360645,285.58,5429.77,92360.07,88212.46,95942.54,97710.58,98543.3,100361.84,85989.19,85278.86,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.453179,72.765746,330.89,4978.45,113697.32,122651.94,115599.48,119651.54,133238.94,123396.01,112034.56,112944.2,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.251641,72.388807,468.77,6424.08,36441.26,36072.49,39582.73,39543.62,40876.79,48845.16,33868.89,4981.01,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.986526,72.437379,56.18,385.77,7242.23,9117.13,5791.44,8510.96,9366.61,9947.79,8289.8,5426.09,38.03,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,66.5,53.25,71.0
23.297457,72.475311,279.26,7023.98,33110.43,30008.29,30984.03,30977.67,33112.93,46545.94,28933.06,15216.01,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.517856,72.347977,618.18,7792.52,105941.87,101776.54,109540.65,111128.5,112136.2,113745.57,99571.09,98541.71,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.873642,72.357645,433.98,433.98,34051.37,31635.07,35237.84,37915.45,38670.83,39024.19,28643.56,30324.28,3.72,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,50.5,41.25,55.0
22.901503,72.738694,2063.6,4156.47,24503.28,31533.49,25359.43,25222.74,38140.2,31111.33,23224.75,17675.05,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.679281,72.331592,483.12,483.12,73193.95,69437.79,76063.01,78486.54,79000.65,80484.81,66905.28,68313.54,4.95,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,50.5,41.25,55.0
23.397045,72.505716,126.01,7826.92,49412.0,45050.13,47529.89,47524.73,49930.73,65363.82,48006.34,36790.25,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.309091,72.22827,436.09,436.09,156916.02,152936.81,160069.63,162437.28,162902.24,164556.68,150565.86,150510.69,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,50.5,41.25,55.0
22.331579,72.576468,2072.48,5669.69,137075.5,141153.92,139583.72,142739.7,151267.69,147135.33,136102.11,132270.92,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.150495,72.453296,621.99,12549.7,11979.76,11746.26,18892.98,16004.48,21701.97,25466.7,17803.73,8276.71,-99999.0,Low,Industrial,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,46.0,43.75,52.0
22.276233,72.428972,11453.57,32175.26,153869.63,152108.22,156830.43,157725.28,163069.39,161612.82,150340.49,145847.62,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.395346,72.517469,30.67,6385.9,48095.31,43938.65,46560.42,46547.13,48970.8,64580.37,47120.06,37564.19,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.365294,72.716468,528.91,14112.87,40210.8,41234.02,40494.85,40445.84,49986.4,64014.57,46462.45,19864.89,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.213777,72.632433,1706.04,3845.36,163009.3,168943.55,165390.01,168904.1,178464.48,173074.97,161851.05,159467.02,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.018052,72.522182,19.2,1059.13,658.47,63.0,1559.3,571.12,1669.34,2293.22,5721.25,1771.83,153.86,High,Residential,Low,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,67.0,87.92,63.25,90.09
22.52019,72.584577,2535.13,2680.13,95285.54,100362.53,97813.87,100928.57,109783.15,105339.87,94347.51,90779.89,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.333863,72.460859,1411.6,17817.31,139952.95,139096.76,142836.2,144046.81,150143.03,148116.47,137435.29,132338.91,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.744468,72.77229,40.91,7422.2,54610.64,64516.96,55737.73,59121.11,72115.53,63105.22,52447.85,52782.54,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.251024,72.358033,281.79,1614.43,40563.21,38581.82,45364.17,44646.2,46548.36,51381.86,39342.43,11115.44,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.800703,72.307191,1087.92,5586.39,52779.92,50018.89,54169.4,56841.46,57584.48,57921.73,47093.98,48735.93,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.295153,72.722311,736.19,8184.87,25207.32,27340.25,28172.4,28071.5,39327.02,49457.21,31147.82,6086.95,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.558134,72.58337,834.68,5011.5,86953.44,92141.17,89497.59,92568.0,101420.57,97001.63,86042.6,82419.63,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.930764,72.291704,674.53,674.53,38665.87,38429.16,36907.13,39584.75,40639.57,38685.06,35620.64,36538.99,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,44.5,36.25,51.0
23.115013,72.523627,185.82,2479.86,2147.69,5098.53,5007.83,3645.88,6553.2,9805.09,6975.83,1869.18,3.59,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,56.56
23.134352,72.518212,32.98,997.32,3766.03,5489.24,5359.99,5635.74,10872.13,12603.86,7416.66,507.59,6.71,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,62.5,51.25,63.0
22.200686,72.394494,26745.62,39752.83,171844.3,169346.26,174859.26,175516.59,180217.45,179253.69,167488.35,163511.62,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.223372,72.757459,2167.72,12693.41,163357.59,171443.77,165445.66,169550.23,181386.86,173252.74,161865.3,162690.57,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.254466,72.698999,266.5,1727.79,15938.42,17310.83,18504.83,18383.57,30181.43,39697.62,23136.03,2984.11,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.569017,72.234755,3343.33,7291.13,103491.17,99972.06,105853.32,108396.51,109003.42,109999.38,97313.71,98803.47,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.253612,72.76817,8.55,4319.62,17133.86,26413.16,30176.24,29102.76,42375.21,44751.2,23303.16,14291.21,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.302784,72.491594,10016.8,21031.06,145526.81,146007.29,148225.13,150067.05,157122.4,154412.76,144458.57,138648.39,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.283055,72.656361,3848.57,10738.72,147760.74,154711.06,150082.72,153748.31,163908.09,157809.64,146527.36,144953.33,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.119001,72.277035,3360.09,15308.71,41291.49,35676.94,41080.93,42422.25,44806.1,39807.85,45025.59,39037.17,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.770339,72.529882,1156.92,8826.52,43548.22,44141.93,47023.27,46776.55,54078.18,50938.36,43285.99,35186.58,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.518068,72.72346,694.98,2561.6,97653.02,106262.98,99661.26,103748.39,116691.7,107470.44,96083.97,97081.16,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.707766,72.327079,1320.02,6616.42,67875.76,64265.46,70509.54,72985.06,73540.29,74836.26,61647.53,63111.61,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.847155,72.637959,543.06,4697.35,23062.99,31976.07,25300.0,29289.87,43181.57,33056.25,21740.95,23012.51,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.441381,72.38703,3173.31,7245.7,120738.72,116668.96,125030.96,124270.99,127390.23,127439.7,114686.61,111853.54,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.394179,72.589927,287.59,1416.44,44108.03,41663.63,43529.06,43575.86,47445.81,63614.85,46184.45,33683.31,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.72572,72.510546,841.34,4784.74,54112.91,53071.27,57564.74,57179.88,63998.29,61073.0,51865.23,45295.41,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.345205,72.334818,10862.06,17526.16,143725.69,139467.42,147497.79,147777.82,150000.86,150748.83,137362.75,135255.81,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.605703,72.552985,831.26,7731.02,77390.53,80551.03,80066.62,82286.91,90439.78,87066.61,76715.37,71450.85,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.476138,72.33213,1844.01,2478.63,115633.87,111485.39,119183.13,120868.15,121807.95,123483.87,109263.01,108266.76,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.285192,72.578662,8818.94,11639.65,147330.11,151412.15,149826.74,153015.29,161575.44,157393.06,146338.18,142579.58,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.47473,72.743252,362.75,7382.14,107926.73,116653.39,109894.66,113969.14,127119.92,117701.09,106321.12,107283.68,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.231562,72.242514,99.17,6771.54,57672.81,51379.58,61306.85,58730.03,65353.49,60384.73,60235.53,34420.93,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.485606,72.601387,937.33,3213.94,102712.65,108597.01,105182.5,108471.62,117782.45,112781.51,101682.58,98791.28,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.457084,72.279387,241.96,2636.14,122668.04,118697.67,125836.93,128195.91,128656.74,130344.25,116318.87,116552.67,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.322617,72.542626,1164.05,2539.76,31669.55,27382.05,30062.42,30042.78,32476.95,48259.74,30705.6,28122.54,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.767205,72.670772,195.73,3340.63,41574.52,50768.33,43567.1,47659.91,61815.84,51376.54,39989.0,41013.02,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.168996,72.314246,587.29,11951.24,39564.2,31993.08,41572.77,39472.28,45627.13,40676.37,43365.29,26358.09,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.316317,72.458631,5281.43,21472.22,143847.93,142991.14,146721.03,147957.62,154032.19,152029.53,141322.17,136251.98,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.708294,72.480215,831.95,831.95,59904.43,56473.53,63791.87,62494.91,67588.57,65860.25,54943.45,50170.07,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,44.5,36.25,51.0
23.074891,72.604019,14.96,410.14,3190.68,2683.02,3252.42,2887.2,4938.24,5290.87,3206.46,382.25,65.42,Medium,Residential,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,75.0,65.03,84.0
23.380998,72.259051,762.39,9155.97,74546.18,72849.09,75627.08,75601.47,77324.26,85118.14,71044.77,42027.47,3.71,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.683146,72.403582,676.51,5061.9,67999.11,63770.91,71815.55,73118.69,74273.44,75775.77,61634.19,60769.77,3.02,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
23.234007,72.349194,62.88,1190.13,39506.04,36402.52,45395.17,42840.13,47108.69,48669.67,39673.3,13266.64,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.428251,72.469168,1367.81,1367.81,119224.79,118192.63,122194.55,123158.83,129259.71,127176.88,116563.31,111400.17,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.706258,72.367127,1418.68,1418.68,65079.72,61148.21,68305.77,70630.88,71076.3,72886.68,58735.31,60065.2,3.83,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.499768,72.753959,770.18,6069.75,103076.77,112083.58,104974.54,109026.07,122727.24,112770.71,101410.02,102318.7,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.731757,72.716809,537.19,537.19,51854.74,61905.56,53520.66,57491.76,71296.08,61253.69,50003.62,50757.72,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,44.5,36.25,51.0
22.86039,72.230353,138.5,9108.97,56324.95,55123.88,55527.63,58271.8,59263.34,57855.31,52132.63,53483.56,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.399139,72.701617,59.0,11645.82,46717.75,47505.33,46267.61,46244.26,54728.84,69537.11,54032.29,26982.15,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.362796,72.75582,424.39,7027.21,40419.2,43536.48,43978.15,43895.9,54486.42,65522.61,46119.72,22026.31,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.218435,72.299787,177.34,4092.78,46101.76,40561.68,51564.33,47722.42,55486.89,50808.31,48447.98,23698.89,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.782769,72.328248,9.6,122.95,53420.35,50256.68,55415.54,58004.0,58659.32,59480.17,47441.43,49019.57,21.14,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,66.5,53.25,71.0
22.681248,72.235181,9.44,9.44,82422.54,79378.85,84060.72,86714.34,87431.74,87854.87,76534.57,78130.53,5.73,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
22.654768,72.791185,961.89,3528.92,73681.91,84228.81,75065.14,78865.39,92000.05,82618.49,71654.57,72179.14,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.518244,72.670442,976.88,2793.35,95906.72,103554.72,98133.69,102032.3,113402.05,105906.79,94561.84,94716.96,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.74601,72.453804,167.61,304.06,52345.43,48426.09,57300.41,56724.88,59353.98,59262.09,46625.65,43952.83,69.3,Medium,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,64.5,50.25,75.0
23.348781,72.797254,1077.64,1611.8,38702.11,45305.04,47017.3,46901.61,58389.53,65824.55,44854.86,25125.56,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.866922,72.631045,28.13,182.97,18604.36,27446.42,20936.39,24765.98,38736.43,28641.41,17410.71,18784.58,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,62.5,51.25,63.0
22.385756,72.378025,6113.65,17628.24,133147.5,129085.28,137085.34,136555.12,139803.42,139797.49,127101.41,124186.37,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
