latitude,longitude,business_subcategory,road_distance,highway_distance,hospital_distance,school_distance,bank_distance,restaurant_distance,pharmacy_distance,bus_stop_distance,railway_distance,water_distance,population_value,population_category,landuse,flood_risk,competitors_250,competitors_500,competitors_1000,competition_pressure,restaurant_score
23.190198,72.554853,burger,2.26,2.26,2594.42,1434.78,1903.34,1878.57,2593.05,9858.26,1299.94,1630.98,-99999.0,Low,Grass,Low,0,0,0,0.0,67.5
22.840493,72.531339,sandwich,809.98,1570.29,14941.52,7128.45,17040.73,16034.91,19578.36,17995.19,14740.59,10010.11,18.96,Low,Commercial,Low,0,0,0,0.0,70.0
23.288138,72.616886,gujarati,25.03,1238.06,10603.15,12129.13,10253.94,10289.53,13094.83,21083.34,12800.6,7095.15,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.276118,72.809252,punjabi,272.82,1246.86,12638.71,12663.33,20188.43,19515.12,26380.31,27074.48,15856.04,11058.85,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.815511,72.728019,south_indian,900.07,1707.63,18438.65,12153.47,18983.65,20823.76,27370.43,22714.22,17330.46,17488.9,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.137221,72.621443,chinese,44.95,331.43,2629.68,933.72,6471.76,1305.12,6416.61,6068.72,3028.34,671.97,-99999.0,Low,Residential,Low,0,0,0,0.0,71.0
22.938076,72.681758,fine_dining,67.15,439.21,6065.85,725.88,5709.71,6462.52,12988.82,8719.59,4862.83,4210.72,-99999.0,Low,Residential,Low,0,2,4,1.7,63.94
22.863545,72.562164,dessert,14.29,1773.52,11226.8,5307.68,13120.8,12934.2,17333.53,15434.69,11830.34,7823.58,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.027787,72.863213,bakery,446.77,4056.19,14566.18,12717.94,22756.79,19000.72,23280.42,21951.29,19372.86,7932.42,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.230409,72.462766,street_food,276.87,503.28,12693.52,6095.11,12273.86,12255.05,12984.95,17958.63,9620.72,1272.55,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
23.050281,72.413618,fast_food,175.1,4311.24,5112.77,995.55,4996.55,5693.91,6888.58,4340.19,7691.84,4237.6,4.45,Low,Commercial,Low,0,0,0,0.0,58.0
23.248061,72.814901,cafe,224.67,1333.5,10457.96,10462.28,19593.4,18039.31,25788.68,24984.26,13627.3,12018.58,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
22.953253,72.680591,coffee,235.99,524.9,4629.85,1379.07,5019.04,4815.51,11383.1,7441.65,4724.59,2526.08,-99999.0,Low,Residential,Low,0,0,0,0.0,63.5
23.102306,72.398647,pizza,7.77,3301.24,9481.69,3747.28,9910.22,9359.2,11982.84,9545.48,10787.15,7648.16,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.176005,72.62284,burger,137.77,1479.97,835.59,518.5,2296.83,1164.55,4871.69,9518.73,3405.54,812.23,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.183741,72.617605,sandwich,23.36,983.38,484.82,1220.74,1316.13,904.79,4411.5,10033.96,4380.32,304.11,-99999.0,Low,Residential,Low,0,0,0,0.0,67.0
22.810275,72.498011,gujarati,945.5,1206.25,18915.21,11155.16,21791.55,20325.77,23059.02,21867.26,16779.52,13959.49,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.819349,72.848877,punjabi,221.87,221.87,25070.38,20007.53,27264.28,27006.16,33351.41,30208.06,26047.64,21545.68,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
23.231787,72.792366,south_indian,60.92,1302.74,7593.94,7605.47,16895.56,15120.19,23061.57,22120.38,10792.32,10496.1,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.957607,72.343597,chinese,33.92,1671.98,13690.69,6484.61,12659.31,14015.37,14552.48,13596.79,12495.47,12812.43,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.231445,72.859231,fine_dining,69.38,1723.19,12960.45,12927.6,23603.41,21165.66,29708.94,26953.92,15777.51,16029.39,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.851114,72.591874,dessert,6.47,329.35,11531.23,6527.77,13014.46,14219.3,19452.66,16466.42,11431.02,10382.81,69.67,Medium,Commercial,Low,0,0,0,0.0,82.0
22.843222,72.751149,bakery,8.81,985.4,17691.63,10668.3,17944.57,18908.55,25503.23,21375.94,16484.92,15462.09,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
23.177601,72.384467,street_food,144.71,1009.58,13732.5,2762.86,17232.49,14801.27,18523.0,17629.66,15619.23,8295.97,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.038136,72.628886,fast_food,76.84,1137.52,179.67,118.3,1527.59,2102.7,1367.84,2122.3,1617.2,1065.1,147.21,High,Industrial,Low,2,4,6,3.7,58.61
22.937227,72.816011,cafe,433.98,5790.55,12764.47,9607.77,19014.2,16660.57,22056.6,20604.29,16414.45,9782.31,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.013106,72.432843,coffee,116.15,3109.94,3478.07,1117.25,2287.82,3281.15,3856.32,2627.13,6864.82,3490.85,4.39,Low,Residential,Low,0,0,0,0.0,60.5
23.068862,72.73336,pizza,62.76,2752.18,6316.06,2750.32,8742.78,5472.24,10132.56,8001.06,6762.84,2712.82,4.48,Low,Industrial,Low,0,0,0,0.0,52.0
22.906553,72.490795,burger,644.59,644.59,8314.7,865.9,11828.84,10692.25,12396.43,12099.14,6336.89,4841.82,-99999.0,Low,Commercial,Low,0,0,0,0.0,63.0
23.287672,72.686929,sandwich,93.9,4157.97,11637.92,12724.84,11559.12,11526.44,16813.95,23518.36,15113.76,1759.08,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.020288,72.610194,gujarati,20.23,116.16,1243.18,227.39,1829.92,1159.64,4116.91,1212.9,804.11,1507.1,129.77,High,Residential,Low,0,0,0,0.0,90.85
22.868082,72.440324,punjabi,101.97,101.97,13592.99,4030.1,15554.55,16604.55,16761.37,17899.49,10361.6,10987.51,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
22.972281,72.651219,south_indian,156.32,277.21,2765.47,473.9,2198.52,2139.77,8491.15,3806.53,2634.95,183.57,38.2,Low,Industrial,Low,0,0,0,0.0,76.0
22.920455,72.437726,chinese,137.91,147.87,8217.74,393.48,9834.92,10966.99,11184.29,12265.26,5097.62,5893.22,34.79,Low,Commercial,Low,0,0,0,0.0,82.0
22.844077,72.67604,fine_dining,311.29,3930.55,13025.97,8238.32,13837.73,15849.18,22919.69,17751.44,12063.47,12446.12,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.919892,72.835144,dessert,755.68,5918.21,15506.57,12296.32,21299.23,19235.02,24760.97,23114.29,19005.69,12466.0,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.222625,72.351097,bakery,233.17,989.38,19237.05,7788.32,22354.89,20764.74,23524.68,23579.44,19690.43,7010.23,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
22.924242,72.698007,street_food,43.43,480.29,8129.86,1457.64,7922.58,8455.82,15044.64,10972.9,6889.56,5922.39,6.0,Low,Commercial,Low,0,0,0,0.0,74.0
22.912834,72.386741,fast_food,369.83,1681.74,12093.18,3804.72,12612.73,13970.77,14355.67,14577.01,9535.01,10344.76,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.259047,72.641205,cafe,10.15,61.04,7365.69,8856.19,6983.46,6989.72,11378.34,18666.35,11433.15,3913.48,-99999.0,Low,Commercial,Low,0,0,0,0.0,77.5
23.036882,72.765079,coffee,318.49,493.4,5153.14,2643.94,12773.44,8893.27,13169.49,12054.56,10808.45,4377.92,4.03,Low,Residential,Low,0,0,0,0.0,66.5
23.197599,72.420438,pizza,250.9,2448.51,11974.97,2188.08,14806.58,14326.79,16032.64,18626.64,12147.06,4225.6,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
22.856527,72.56001,burger,77.32,1944.57,12019.51,5892.01,13893.53,13729.49,18059.25,16189.97,12576.22,8504.93,3.47,Low,Commercial,Low,0,0,0,0.0,58.0
23.013318,72.580874,sandwich,0.3,342.66,385.96,87.69,1251.91,491.22,4630.65,1146.9,1605.41,412.62,132.41,High,Residential,Low,0,0,2,0.5,87.01
23.159956,72.700551,gujarati,107.76,127.79,2378.75,518.77,8128.37,3258.53,12959.66,10260.3,2915.08,2305.25,-99999.0,Low,Grass,Low,0,0,0,0.0,67.5
23.282399,72.367082,punjabi,350.89,350.89,22625.18,12245.14,23586.0,23569.05,24340.3,28826.06,20941.73,6022.31,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.0
23.003258,72.506796,south_indian,58.03,671.74,1105.55,228.17,1156.56,940.5,2871.22,2653.2,2796.24,67.74,93.5,Medium,Residential,High,0,1,1,0.6,68.5
23.223603,72.454221,chinese,111.44,915.71,12326.15,5197.72,12828.51,12807.43,13456.92,17937.1,9914.19,131.06,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
22.9013,72.570196,fine_dining,303.01,2145.29,7212.07,2460.39,9318.06,8704.56,13475.2,11416.47,8317.7,4580.65,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.012503,72.471556,dessert,44.9,686.01,498.65,218.02,493.81,500.74,496.3,1615.61,4693.72,1805.67,5.22,Low,Commercial,Low,0,0,4,1.0,70.9
22.929907,72.845494,bakery,540.71,6552.73,15639.31,12646.81,22128.23,19770.05,25041.81,23729.46,19517.05,12826.91,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.022703,72.809582,street_food,267.97,2789.16,9039.53,7287.35,17490.27,13603.98,17894.38,16876.06,14686.28,7293.47,4.32,Low,Commercial,Low,0,0,0,0.0,66.0
23.074156,72.339341,fast_food,855.09,2251.32,13168.27,7287.56,13045.97,13751.15,14849.01,12349.42,15503.46,12230.92,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.289656,72.794896,cafe,227.8,883.26,13343.55,13383.1,19620.9,19543.49,25749.07,27519.81,16530.1,9722.26,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.5
23.275118,72.847293,coffee,175.87,4871.3,14909.64,14910.54,23712.39,22472.57,29920.34,29423.97,18057.61,14951.31,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.217374,72.40646,pizza,91.01,91.01,14538.01,4200.62,17204.3,16937.77,17876.56,21070.45,14088.41,3452.98,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
23.043108,72.433973,burger,119.4,4665.49,2881.75,381.67,2770.54,3461.56,4723.64,2167.61,5685.52,2146.95,5.08,Low,Grass,Low,0,0,0,0.0,47.5
23.002499,72.344009,sandwich,291.14,633.7,12308.2,6173.01,11340.21,12467.45,13042.58,11324.63,13363.67,12109.09,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
22.991907,72.881479,gujarati,81.06,1218.03,16509.48,14392.54,25392.43,21531.81,25804.53,24986.68,21771.23,12311.44,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.937297,72.764761,punjabi,741.84,1303.23,9441.48,5772.55,13833.23,11964.72,17920.14,15719.95,11776.35,5886.56,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.028404,72.555344,south_indian,18.84,230.86,496.03,73.48,675.04,372.14,1938.1,1206.37,1386.61,820.84,156.73,High,Residential,Low,0,2,6,2.2,83.81
23.269512,72.887345,chinese,203.05,2240.34,17619.97,17600.86,27378.5,25607.56,33574.47,31884.52,20596.04,19060.61,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.076769,72.726677,fine_dining,166.55,2973.88,6526.61,1968.56,7939.81,4539.65,9719.79,7263.8,5657.45,1626.51,3.95,Low,Industrial,Low,0,0,0,0.0,60.0
22.884302,72.482091,dessert,399.87,399.87,10889.03,3257.67,13981.24,13304.27,14731.15,14695.2,8417.01,7443.83,4.81,Low,Commercial,Low,0,0,0,0.0,74.0
23.27498,72.645925,bakery,148.67,199.49,9156.93,10661.71,8801.46,8804.75,13102.29,20488.72,13127.99,3793.64,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
23.070254,72.743826,street_food,275.71,1735.85,6742.82,2968.24,9774.03,6429.76,11212.44,9053.34,7409.53,3248.51,-99999.0,Low,Industrial,Low,0,0,0,0.0,60.0
22.837439,72.648823,fast_food,74.64,3705.23,12881.74,9679.86,13936.59,16018.84,23330.95,17881.47,12127.55,12705.04,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.051368,72.804578,cafe,11.72,2829.18,9476.05,6639.52,16285.42,12970.19,17166.46,15513.24,13282.2,4277.89,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
22.885568,72.867252,coffee,54.17,6652.9,20505.23,17204.1,25528.88,23930.29,29665.13,27684.04,23728.8,17365.77,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
22.848454,72.417778,pizza,266.36,604.04,16363.96,5893.37,18057.76,19202.84,19413.91,20448.01,13153.21,13851.52,4.15,Low,Commercial,Low,0,0,0,0.0,63.0
23.095617,72.701623,burger,42.13,261.35,3719.56,273.57,5498.61,2016.55,8466.91,5124.2,2387.98,722.37,4.32,Low,Industrial,Low,0,0,0,0.0,67.0
22.922898,72.379534,sandwich,7.56,505.08,11952.56,4622.91,12151.36,13536.52,13958.75,13957.6,9659.69,10367.94,42.73,Low,Commercial,Low,0,0,0,0.0,78.0
23.237338,72.452805,gujarati,66.01,556.88,13778.2,6701.33,13515.61,13497.46,14245.43,19193.52,10897.14,1197.89,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
23.095369,72.669241,punjabi,82.22,346.0,790.02,387.89,2400.7,1724.31,6209.49,2448.07,2687.96,1179.87,59.88,Medium,Industrial,Low,0,0,0,0.0,76.0
23.011228,72.64853,south_indian,52.29,1019.62,65.54,53.61,3962.34,1630.26,4217.59,2771.53,2316.54,1195.92,126.13,High,Residential,Low,0,0,1,0.25,77.0
23.060936,72.85213,chinese,7.08,6724.79,14359.66,11617.19,20913.31,17487.45,22083.44,20201.82,16051.38,4299.8,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.908044,72.725391,fine_dining,473.99,1249.38,11027.8,4232.61,11256.56,11362.02,17934.16,14218.09,10175.3,8202.2,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.924569,72.539556,dessert,96.37,96.37,6830.86,585.05,9154.79,7052.28,10306.66,8642.76,6680.02,682.18,7.58,Low,Industrial,Low,0,0,0,0.0,76.0
23.132411,72.483998,bakery,96.94,2658.15,2372.95,1091.75,6161.79,5343.18,7345.89,9446.12,7014.04,1397.98,-99999.0,Low,Industrial,Low,0,0,0,0.0,60.0
22.961765,72.746081,street_food,75.29,1555.94,6167.34,2474.53,11634.78,8995.06,14684.03,12939.09,8759.51,2575.5,2.98,Low,Residential,Low,0,0,0,0.0,63.0
22.844821,72.575806,fast_food,13.65,13.65,12611.5,7419.09,14267.88,14955.43,19658.79,17424.13,12775.74,10254.57,4.63,Low,Commercial,Low,0,0,0,0.0,78.0
23.289258,72.887736,cafe,549.64,4087.39,18996.33,18986.73,28136.98,26773.41,34345.0,33413.62,22064.62,19152.72,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
22.845165,72.43363,coffee,39.32,39.32,16223.22,6292.23,18152.02,19220.36,19384.45,20527.34,12991.82,13615.64,36.45,Low,Commercial,Low,0,0,0,0.0,80.5
22.937296,72.85129,pizza,28.75,5556.03,15672.27,12841.48,22599.47,20051.29,25141.72,24054.24,19783.41,13026.98,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.232815,72.819977,burger,45.89,1449.25,9665.34,9653.45,19679.88,17606.8,25824.87,24090.24,12731.37,13031.37,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
22.987373,72.401493,sandwich,118.97,182.91,7356.3,477.18,5884.53,7225.38,7768.19,6916.21,7284.09,6281.1,5.0,Low,Commercial,Low,0,0,0,0.0,78.0
23.210198,72.718053,gujarati,82.5,358.23,3676.63,4752.94,8959.52,7757.17,15094.05,16064.58,6506.5,3330.55,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.0
23.103605,72.882595,punjabi,465.07,1411.38,16151.7,13980.0,23982.88,20432.32,25902.26,23425.8,16467.23,6265.95,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.123909,72.314537,south_indian,127.09,5603.12,17944.79,9540.98,17908.26,18298.29,19889.17,17331.1,19550.7,16453.72,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.20221,72.48364,chinese,355.17,3561.17,9082.02,4479.08,9316.92,9292.23,9812.44,14181.84,6126.24,1188.15,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.128427,72.854579,fine_dining,562.3,562.3,12315.58,11520.62,21586.23,18058.37,24003.72,21147.04,12954.62,5346.32,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
22.87446,72.376949,dessert,370.17,1551.5,15905.74,5700.47,16783.04,18104.76,18449.04,18856.79,13016.72,13854.15,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.861377,72.63087,bakery,215.55,705.9,10006.36,6692.13,11187.32,13114.8,20108.2,15083.63,9405.04,10096.56,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
22.940727,72.660801,street_food,92.74,927.48,3916.9,762.26,3751.23,5352.31,12108.56,7229.71,2697.6,2242.17,21.69,Low,Industrial,Low,0,0,0,0.0,68.0
23.154454,72.428086,fast_food,195.39,5198.68,8595.64,643.7,12223.4,9895.02,13378.85,13845.8,11431.46,6260.45,-99999.0,Low,Industrial,Low,0,0,0,0.0,52.0
23.114434,72.463111,cafe,184.66,3943.12,4337.13,520.68,7985.66,4191.68,8115.25,8910.92,7401.58,2351.85,-99999.0,Low,Industrial,Low,0,0,0,0.0,55.5
23.044495,72.835095,coffee,457.84,5364.47,12107.67,9713.24,19504.59,16057.56,20294.02,18729.01,16051.56,5060.65,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.21613,72.363533,pizza,85.8,85.8,17782.05,6343.56,20892.69,19379.33,22129.36,22396.89,18279.08,6259.62,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
23.013316,72.470475,burger,5.92,820.4,377.76,81.99,447.09,394.66,388.07,1583.89,4653.47,1897.66,5.58,Low,Commercial,Low,0,2,6,2.2,60.25
22.811702,72.757249,sandwich,3.18,348.1,20631.69,13878.87,21023.92,22318.84,28912.54,24595.7,19465.87,19004.51,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.0
23.115814,72.461934,gujarati,135.21,4107.13,4427.12,629.44,8176.78,4386.39,8284.15,9065.98,7593.23,2534.54,-99999.0,Low,Industrial,Low,0,0,0,0.0,60.0
23.165791,72.629975,punjabi,85.86,637.99,1545.05,386.35,3419.53,2090.99,5723.74,8982.62,2149.91,753.0,-99999.0,Low,Residential,Low,0,0,0,0.0,67.0
